,ChEMBL_ID,INCHI,SMILES,TARGETS,Name,Synonyms,Type,Max_Phase,Molecular_Weight,Bioactivities,AlogP,PSA,HBA,HBD,#RO5_Violations,#Rotatable_Bonds,Passes_Ro3,QED_Weighted,ACD_ApKa,ACD_BpKa,ACD_LogP,ACD_LogD,Aromatic_Rings,Structure_Type,Inorganic_Flag,Heavy_Atoms,HBA_Lipinski,HBD_Lipinski,#RO5_Violations_(Lipinski),Molecular_Weight_(Monoisotopic),Molecular_Formula,image_link
120,CHEMBL365286,"InChI=1S/C11H11N5O/c1-2-16-8-6-4-3-5-7(8)13-11(16)9-10(12)15-17-14-9/h3-6H,2H2,1H3,(H2,12,15)",CCn1c(nc2ccccc12)c3nonc3N,MSK1,GW549034X,GW549034X,Small molecule,0,229.24,467,1.69,82.76,6,1,0,2,N,0.72,No Data,2.64,1.76,1.76,3,MOL,-1,17,6,2,0,229.0964,C11H11N5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL365286.svg?engine=indigo
121,CHEMBL318728,"InChI=1S/C15H12N2O/c1-3-7-12(8-4-1)14-11-16-15(18-14)17-13-9-5-2-6-10-13/h1-11H,(H,16,17)",N(c1ccccc1)c2oc(cn2)c3ccccc3,VEGFR2,GW549390X,GW549390X,Small molecule,0,236.27,467,4.09,38.06,3,1,0,3,N,0.74,No Data,3.58,3.66,3.66,3,MOL,-1,18,3,1,0,236.095,C15H12N2O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL318728.svg?engine=indigo
122,CHEMBL237347,"InChI=1S/C17H16N2O3S/c1-11-3-4-12(20)9-17(11)19-16-7-8-18-15-6-5-13(10-14(15)16)23(2,21)22/h3-10,20H,1-2H3,(H,18,19)",Cc1ccc(O)cc1Nc2ccnc3ccc(cc23)S(=O)(=O)C,RET,GW559768X,GW559768X,Small molecule,0,328.39,477,3.4,79.29,5,2,0,3,N,0.77,9.91,5.75,1.09,1.09,3,MOL,-1,23,5,2,0,328.0882,C17H16N2O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL237347.svg?engine=indigo
123,CHEMBL1885746,"InChI=1S/C21H15FN6/c22-15-4-2-14(3-5-15)20-19(18-8-1-13(11-23)12-28(18)27-20)17-9-10-24-21(26-17)25-16-6-7-16/h1-5,8-10,12,16H,6-7H2,(H,24,25,26)",Fc1ccc(cc1)c2nn3cc(ccc3c2c4ccnc(NC5CC5)n4)C#N,p38a,GW561436X,GW561436X,Small molecule,0,370.39,463,4.04,78.9,6,1,0,4,N,0.59,No Data,2.66,2.49,2.49,4,MOL,-1,28,6,1,0,370.1342,C21H15FN6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1885746.svg?engine=indigo
124,CHEMBL1909386,"InChI=1S/C29H28N4O4S.ClH/c1-38(34,35)14-13-30-17-22-15-28(37-19-22)23-7-12-27-26(16-23)29(32-20-31-27)33-24-8-10-25(11-9-24)36-18-21-5-3-2-4-6-21;/h2-12,15-16,19-20,30H,13-14,17-18H2,1H3,(H,31,32,33);1H",Cl.CS(=O)(=O)CCNCc1coc(c1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2,EGFR/ErbB2,GW566221A,GW566221A,Small molecule,0,565.1,459,5.35,106.35,8,2,2,11,N,0.22,No Data,6.83,5.7,5.59,5,MOL,-1,38,8,2,2,528.1831,C29H29ClN4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909386.svg?engine=indigo
125,CHEMBL1909387,"InChI=1S/C30H27F3N4O4S.ClH/c1-42(38,39)14-13-34-17-25-10-12-28(41-25)21-5-11-27-26(16-21)29(36-19-35-27)37-23-6-8-24(9-7-23)40-18-20-3-2-4-22(15-20)30(31,32)33;/h2-12,15-16,19,34H,13-14,17-18H2,1H3,(H,35,36,37);1H",Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(c5)C(F)(F)F)cc4)c3c2,EGFR/ErbB2,GW567808A,GW567808A,Small molecule,0,633.09,460,6.37,106.35,8,2,2,11,N,0.17,No Data,6.34,6.24,6.19,5,MOL,-1,42,8,2,2,596.1705,C30H28ClF3N4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909387.svg?engine=indigo
126,CHEMBL1909402,"InChI=1S/C18H11F4N5/c19-12-4-1-10(2-5-12)16-15(13-7-8-24-17(23)25-13)14-6-3-11(18(20,21)22)9-27(14)26-16/h1-9H,(H2,23,24,25)",Nc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4,p38a,GW568326X,GW568326X,Small molecule,0,373.31,461,4.2,69.1,5,1,0,2,N,0.53,No Data,2.72,2.21,2.21,4,MOL,-1,27,5,2,0,373.0951,C18H11F4N5,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909402.svg?engine=indigo
127,CHEMBL1909388,"InChI=1S/C29H28N4O4S.ClH/c1-38(34,35)16-14-30-18-23-13-15-36-28(23)22-7-12-27-26(17-22)29(32-20-31-27)33-24-8-10-25(11-9-24)37-19-21-5-3-2-4-6-21;/h2-13,15,17,20,30H,14,16,18-19H2,1H3,(H,31,32,33);1H",Cl.CS(=O)(=O)CCNCc1ccoc1c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2,EGFR/ErbB2,GW568377A,GW568377A,Small molecule,0,565.1,459,5.35,106.35,8,2,2,11,N,0.22,No Data,6.6,5.7,5.63,5,MOL,-1,38,8,2,2,528.1831,C29H29ClN4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909388.svg?engine=indigo
128,CHEMBL1909403,"InChI=1S/C21H17F4N5O.C4H4O4/c22-15-5-2-13(3-6-15)19-18(16-8-10-27-20(28-16)26-9-1-11-31)17-7-4-14(21(23,24)25)12-30(17)29-19;5-3(6)1-2-4(7)8/h2-8,10,12,31H,1,9,11H2,(H,26,27,28);1-2H,(H,5,6)(H,7,8)/b;2-1+",OCCCNc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4.OC(=O)\C=C\C(=O)O,p38a,GW569293E,GW569293E,Small molecule,0,547.47,459,4.41,75.34,6,2,0,6,N,0.35,No Data,2.65,2.59,2.59,4,MOL,-1,31,6,2,0,431.1369,C25H21F4N5O5,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909403.svg?engine=indigo
129,CHEMBL1909356,"InChI=1S/C29H26F3N5O3S2.ClH/c1-42(38,39)12-11-33-15-27-37-26(17-41-27)20-5-10-25-24(14-20)28(35-18-34-25)36-22-6-8-23(9-7-22)40-16-19-3-2-4-21(13-19)29(30,31)32;/h2-10,13-14,17-18,33H,11-12,15-16H2,1H3,(H,34,35,36);1H",Cl.CS(=O)(=O)CCNCc1nc(cs1)c2ccc3ncnc(Nc4ccc(OCc5cccc(c5)C(F)(F)F)cc4)c3c2,EGFR/ErbB2,GW569530A,GW569530A,Small molecule,0,650.15,459,6.23,106.1,9,2,2,11,N,0.17,No Data,5.66,5.54,5.52,5,MOL,-1,42,8,2,2,613.1429,C29H27ClF3N5O3S2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909356.svg?engine=indigo
130,CHEMBL194062,"InChI=1S/C15H13N3O3S/c16-22(19,20)13-8-6-12(7-9-13)18-15-17-10-14(21-15)11-4-2-1-3-5-11/h1-10H,(H,17,18)(H2,16,19,20)",NS(=O)(=O)c1ccc(Nc2oc(cn2)c3ccccc3)cc1,VEGFR2,GW572399X,GW572399X,Small molecule,0,315.35,463,2.73,98.22,5,2,0,4,N,0.77,9.97,2.21,2.38,2.38,3,MOL,-1,22,6,3,0,315.0678,C15H13N3O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL194062.svg?engine=indigo
131,CHEMBL275473,"InChI=1S/C20H23N3O4S/c1-4-23(5-2)28(24,25)16-11-12-18(26-3)17(13-16)22-20-21-14-19(27-20)15-9-7-6-8-10-15/h6-14H,4-5H2,1-3H3,(H,21,22)",CCN(CC)S(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3ccccc3)c1,VEGFR2,GW572401X,GW572401X,Small molecule,0,401.49,466,4.12,84.67,6,1,0,8,N,0.61,No Data,2.56,4.08,4.08,3,MOL,-1,28,7,1,0,401.1409,C20H23N3O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275473.svg?engine=indigo
132,CHEMBL234838,"InChI=1S/C16H13FN2OS/c17-13-7-3-1-6-11(13)15(20)19-16-12(9-18)10-5-2-4-8-14(10)21-16/h1,3,6-7H,2,4-5,8H2,(H,19,20)",Fc1ccccc1C(=O)Nc2sc3CCCCc3c2C#N,JNK2/JNK3,GW572738X,GW572738X,Small molecule,0,300.36,465,3.89,52.89,3,1,0,2,N,0.91,11.33,No Data,2.93,2.93,2,MOL,-1,21,3,1,0,300.0733,C16H13FN2OS,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL234838.svg?engine=indigo
133,CHEMBL1909389,"InChI=1S/C30H27F3N4O4S.ClH/c1-42(38,39)14-13-34-17-23-9-12-27(41-23)21-7-10-26-24(15-21)29(36-19-35-26)37-22-8-11-28(25(16-22)30(31,32)33)40-18-20-5-3-2-4-6-20;/h2-12,15-16,19,34H,13-14,17-18H2,1H3,(H,35,36,37);1H",Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(c4)C(F)(F)F)c3c2,EGFR/ErbB2,GW574782A,GW574782A,Small molecule,0,633.09,460,6.37,106.35,8,2,2,11,N,0.17,No Data,6.34,6.16,6.12,5,MOL,-1,42,8,2,2,596.1705,C30H28ClF3N4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909389.svg?engine=indigo
134,CHEMBL529066,"InChI=1S/C29H27ClN4O4S.ClH/c1-39(35,36)14-13-31-17-23-9-12-27(38-23)21-7-10-26-24(15-21)29(33-19-32-26)34-22-8-11-28(25(30)16-22)37-18-20-5-3-2-4-6-20;/h2-12,15-16,19,31H,13-14,17-18H2,1H3,(H,32,33,34);1H",Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2,EGFR/ErbB2,GW574783B,"GW574783B, TCMDC-138467",Small molecule,0,599.54,468,6,106.35,8,2,2,11,N,0.19,No Data,6.34,6.13,6.09,5,MOL,-1,39,8,2,2,562.1442,C29H28Cl2N4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL529066.svg?engine=indigo
135,CHEMBL1794060,"InChI=1S/C17H16N2O3.ClH/c1-20-14-9-8-13(10-15(14)21-2)19-17-18-11-16(22-17)12-6-4-3-5-7-12;/h3-11H,1-2H3,(H,18,19);1H",Cl.COc1ccc(Nc2oc(cn2)c3ccccc3)cc1OC,VEGFR2,GW575533A,GW575533A,Small molecule,0,332.79,461,4.1,56.52,5,1,0,5,N,0.77,No Data,2.76,3.43,3.43,3,MOL,-1,22,5,1,0,296.1161,C17H17ClN2O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794060.svg?engine=indigo
136,CHEMBL1909381,"InChI=1S/C18H17N5O2.ClH/c1-11-5-6-14(10-15(11)24)21-16-7-8-20-18(23-16)22-13-4-2-3-12(9-13)17(19)25;/h2-10,24H,1H3,(H2,19,25)(H2,20,21,22,23);1H",Cl.Cc1ccc(Nc2ccnc(Nc3cccc(c3)C(=O)N)n2)cc1O,LCK,GW575808A,GW575808A,Small molecule,0,371.83,458,3.08,113.16,6,4,0,5,N,0.57,9.97,5.65,2.65,2.64,3,MOL,-1,25,7,5,0,335.1382,C18H18ClN5O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909381.svg?engine=indigo
137,CHEMBL215814,"InChI=1S/C30H26F4N4O4S/c1-43(39,40)12-11-35-16-23-7-10-27(42-23)20-5-8-26-24(14-20)29(37-18-36-26)38-22-6-9-28(25(15-22)30(32,33)34)41-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,35H,11-12,16-17H2,1H3,(H,36,37,38)",CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(c4)C(F)(F)F)c3c2,EGFR/ErbB2,GW576484X,GW576484X,Small molecule,0,614.62,468,6.5,106.35,8,2,2,11,N,0.13,No Data,6.34,6.33,6.29,5,MOL,-1,43,8,2,2,614.1611,C30H26F4N4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL215814.svg?engine=indigo
138,CHEMBL1909390,"InChI=1S/C30H26ClFN4O3S.C2HF3O2/c31-26-16-23(5-8-29(26)38-18-20-2-1-3-22(32)14-20)35-30-25-15-21(4-7-27(25)33-19-34-30)28-9-6-24(39-28)17-36-10-12-40(37)13-11-36;3-2(4,5)1(6)7/h1-9,14-16,19H,10-13,17-18H2,(H,33,34,35);(H,6,7)",OC(=O)C(F)(F)F.Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)c5oc(CN6CCS(=O)CC6)cc5)cc2Cl)c1,EGFR/ErbB2,GW576609A,GW576609A,Small molecule,0,691.1,460,6.57,80.49,7,1,2,8,N,0.22,No Data,5.43,5.29,5.29,5,MOL,-1,40,7,1,2,576.1398,C32H27ClF4N4O5S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909390.svg?engine=indigo
139,CHEMBL1909391,"InChI=1S/C30H27FN4O3S.ClH/c31-26-17-23(7-10-29(26)37-19-21-4-2-1-3-5-21)34-30-25-16-22(6-9-27(25)32-20-33-30)28-11-8-24(38-28)18-35-12-14-39(36)15-13-35;/h1-11,16-17,20H,12-15,18-19H2,(H,32,33,34);1H",Cl.Fc1cc(Nc2ncnc3ccc(cc23)c4oc(CN5CCS(=O)CC5)cc4)ccc1OCc6ccccc6,EGFR/ErbB2,GW576924A,GW576924A,Small molecule,0,579.1,458,5.92,80.49,7,1,2,8,N,0.26,No Data,5.42,4.94,4.93,5,MOL,-1,39,7,1,2,542.1788,C30H28ClFN4O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909391.svg?engine=indigo
140,CHEMBL1794062,"InChI=1S/C16H14N2O2.ClH/c1-19-14-10-6-5-9-13(14)18-16-17-11-15(20-16)12-7-3-2-4-8-12;/h2-11H,1H3,(H,17,18);1H",Cl.COc1ccccc1Nc2oc(cn2)c3ccccc3,VEGFR2,GW577921A,GW577921A,Small molecule,0,302.76,461,4.09,47.29,4,1,0,4,N,0.77,No Data,2.87,3.33,3.33,3,MOL,-1,20,4,1,0,266.1055,C16H15ClN2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794062.svg?engine=indigo
141,CHEMBL66004,"InChI=1S/C13H12N6O2/c1-21-11-4-8(2-3-10(11)20)5-16-18-12-9-6-17-19-13(9)15-7-14-12/h2-7,20H,1H3,(H2,14,15,17,18,19)/b16-5+",COc1cc(\C=N\Nc2ncnc3[nH]ncc23)ccc1O,GSK3b,GW578748X,GW578748X,Small molecule,0,284.28,459,1.51,108.31,7,3,0,4,N,0.49,8.16,3.91,2.78,2.69,3,MOL,-1,21,8,3,0,284.1022,C13H12N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL66004.svg?engine=indigo
142,CHEMBL1909392,"InChI=1S/C29H27BrN4O4S.ClH/c1-39(35,36)14-13-31-17-23-9-12-27(38-23)21-7-10-26-24(15-21)29(33-19-32-26)34-22-8-11-28(25(30)16-22)37-18-20-5-3-2-4-6-20;/h2-12,15-16,19,31H,13-14,17-18H2,1H3,(H,32,33,34);1H",Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2,EGFR/ErbB2,GW580496A,GW580496A,Small molecule,0,643.99,460,6.11,106.35,8,2,2,11,N,0.17,No Data,6.34,6.27,6.23,5,MOL,-1,39,8,2,2,606.0936,C29H28BrClN4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909392.svg?engine=indigo
143,CHEMBL179311,"InChI=1S/C19H20N2O5S/c1-4-27(22,23)15-8-9-17(25-3)16(11-15)21-19-20-12-18(26-19)13-6-5-7-14(10-13)24-2/h5-12H,4H2,1-3H3,(H,20,21)",CCS(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3cccc(OC)c3)c1,VEGFR2,GW580509X,GW580509X,Small molecule,0,388.45,464,3.9,90.66,7,1,0,7,N,0.66,No Data,2.49,2.57,2.57,3,MOL,-1,27,7,1,0,388.1093,C19H20N2O5S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL179311.svg?engine=indigo
144,CHEMBL1909404,"InChI=1S/C21H19FN6O2/c22-15-5-2-13(3-6-15)19-18(16-8-10-25-21(26-16)24-9-1-11-29)17-7-4-14(20(23)30)12-28(17)27-19/h2-8,10,12,29H,1,9,11H2,(H2,23,30)(H,24,25,26)",NC(=O)c1ccc2c(c3ccnc(NCCCO)n3)c(nn2c1)c4ccc(F)cc4,p38a,GW581744X,GW581744X,Small molecule,0,406.42,462,2.49,118.43,7,3,0,7,N,0.41,13.47,2.75,0.79,0.79,4,MOL,-1,30,8,4,0,406.1554,C21H19FN6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909404.svg?engine=indigo
145,CHEMBL1909393,"InChI=1S/C30H27ClN4O3S.ClH/c31-26-17-23(7-10-29(26)37-19-21-4-2-1-3-5-21)34-30-25-16-22(6-9-27(25)32-20-33-30)28-11-8-24(38-28)18-35-12-14-39(36)15-13-35;/h1-11,16-17,20H,12-15,18-19H2,(H,32,33,34);1H",Cl.Clc1cc(Nc2ncnc3ccc(cc23)c4oc(CN5CCS(=O)CC5)cc4)ccc1OCc6ccccc6,EGFR/ErbB2,GW583373A,GW583373A,Small molecule,0,595.55,459,6.43,80.49,7,1,2,8,N,0.23,No Data,5.43,5.12,5.11,5,MOL,-1,39,7,1,2,558.1492,C30H28Cl2N4O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909393.svg?engine=indigo
146,CHEMBL1794055,"InChI=1S/C16H12N4O3S2/c17-25(22,23)10-3-1-9(2-4-10)18-7-11-14-12(20-16(11)21)5-6-13-15(14)24-8-19-13/h1-8,18H,(H,20,21)(H2,17,22,23)",NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c23)cc1,CDK2,GW589933X,GW589933X,Small molecule,0,372.43,470,2.35,114.18,6,3,0,3,N,0.61,9.22,1.11,1.22,1.21,3,MOL,-1,25,7,4,0,372.0351,C16H12N4O3S2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794055.svg?engine=indigo
147,CHEMBL1909364,"InChI=1S/C22H18ClN5O4.ClH/c1-31-22(30)28-20-26-18-10-9-17(12-19(18)27-20)32-16-7-5-14(6-8-16)24-21(29)25-15-4-2-3-13(23)11-15;/h2-12H,1H3,(H2,24,25,29)(H2,26,27,28,30);1H",Cl.COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cc2[nH]1,TIE2/VEGFR2,GW589961A,GW589961A,Small molecule,0,488.33,460,5.83,117.37,5,4,1,5,N,0.3,10.35,5.49,4.59,4.58,4,MOL,-1,32,9,4,1,451.1047,C22H19Cl2N5O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909364.svg?engine=indigo
148,CHEMBL1909365,"InChI=1S/C23H17F4N5O3S.H2O4S/c1-35-22(34)32-20-29-17-9-7-15(11-19(17)30-20)36-14-5-3-13(4-6-14)28-21(33)31-18-10-12(23(25,26)27)2-8-16(18)24;1-5(2,3)4/h2-11H,1H3,(H2,28,31,33)(H2,29,30,32,34);(H2,1,2,3,4)",COC(=O)Nc1nc2ccc(Sc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2[nH]1.OS(=O)(=O)O,TIE2/VEGFR2,GW607049C,GW607049C,Small molecule,0,617.56,457,6.69,108.14,5,4,2,5,N,0.22,10.51,5.11,3.97,3.97,4,MOL,-1,36,8,4,2,519.0988,C23H19F4N5O7S2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909365.svg?engine=indigo
149,CHEMBL270164,"InChI=1S/C24H18N4O2/c1-15-6-7-20(24-28-27-16(2)30-24)13-22(15)18-8-10-19(11-9-18)23(29)26-21-5-3-4-17(12-21)14-25/h3-13H,1-2H3,(H,26,29)",Cc1oc(nn1)c2ccc(C)c(c2)c3ccc(cc3)C(=O)Nc4cccc(c4)C#N,p38a,GW607117X,GW607117X,Small molecule,0,394.43,473,5.14,91.81,5,1,1,4,N,0.52,12.8,No Data,3.97,3.97,4,MOL,-1,30,6,1,1,394.143,C24H18N4O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL270164.svg?engine=indigo
150,CHEMBL479079,"InChI=1S/C21H22N6O3/c1-12-15-6-5-13(9-16(15)27-26-12)23-19-7-8-22-21(25-19)24-14-10-17(28-2)20(30-4)18(11-14)29-3/h5-11H,1-4H3,(H,26,27)(H2,22,23,24,25)",COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC,VEGFR2,GW612286X,GW612286X,Small molecule,0,406.45,467,4.17,106.21,8,3,0,7,N,0.42,No Data,5.58,3.16,3.15,4,MOL,-1,30,9,3,0,406.1753,C21H22N6O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL479079.svg?engine=indigo
151,CHEMBL212250,"InChI=1S/C34H27ClFN3O5S/c35-30-19-26(10-13-33(30)43-20-23-5-4-6-25(36)17-23)39-34-29-18-24(9-12-31(29)37-22-38-34)32-14-11-27(44-32)21-42-15-16-45(40,41)28-7-2-1-3-8-28/h1-14,17-19,22H,15-16,20-21H2,(H,37,38,39)",Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)c5oc(COCCS(=O)(=O)c6ccccc6)cc5)cc2Cl)c1,EGFR/ErbB2,GW615311X,GW615311X,Small molecule,0,644.12,463,8,103.55,8,1,2,12,N,0.13,No Data,5.38,7.07,7.07,6,MOL,-1,45,8,1,2,643.1344,C34H27ClFN3O5S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL212250.svg?engine=indigo
152,CHEMBL384407,"InChI=1S/C31H27ClFN5O4S/c1-43(39,40)14-13-38(12-11-34)18-25-7-10-29(42-25)22-5-8-28-26(16-22)31(36-20-35-28)37-24-6-9-30(27(32)17-24)41-19-21-3-2-4-23(33)15-21/h2-10,15-17,20H,12-14,18-19H2,1H3,(H,35,36,37)",CS(=O)(=O)CCN(CC#N)Cc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,EGFR/ErbB2,GW616030X,GW616030X,Small molecule,0,620.11,465,6.38,121.35,9,1,2,12,N,0.16,No Data,5.4,6.47,6.46,5,MOL,-1,43,9,1,2,619.1456,C31H27ClFN5O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL384407.svg?engine=indigo
153,CHEMBL1909405,"InChI=1S/C23H22F4N6.CH4O3S/c1-32(2)13-3-11-28-22-29-12-10-18(30-22)20-19-9-6-16(23(25,26)27)14-33(19)31-21(20)15-4-7-17(24)8-5-15;1-5(2,3)4/h4-10,12,14H,3,11,13H2,1-2H3,(H,28,29,30);1H3,(H,2,3,4)",CN(C)CCCNc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4.CS(=O)(=O)O,p38a,GW618013A,GW618013A,Small molecule,0,554.57,460,4.98,58.35,6,1,0,7,N,0.31,No Data,9.48,3.35,1.16,4,MOL,-1,33,6,1,0,458.1842,C24H26F4N6O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909405.svg?engine=indigo
154,CHEMBL233001,"InChI=1S/C20H16N2OS/c21-12-17-15-9-3-4-11-18(15)24-20(17)22-19(23)16-10-5-7-13-6-1-2-8-14(13)16/h1-2,5-8,10H,3-4,9,11H2,(H,22,23)",O=C(Nc1sc2CCCCc2c1C#N)c3cccc4ccccc34,JNK2/JNK3,GW620972X,GW620972X,Small molecule,0,332.43,949,4.9,52.89,3,1,0,2,N,0.73,11.95,No Data,4.5,4.5,3,MOL,-1,24,3,1,0,332.0983,C20H16N2OS,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL233001.svg?engine=indigo
155,CHEMBL191705,"InChI=1S/C20H20N2O5S/c1-4-28(24,25)16-8-9-18(26-3)17(11-16)22-20-21-12-19(27-20)15-7-5-6-14(10-15)13(2)23/h5-12H,4H2,1-3H3,(H,21,22)",CCS(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3cccc(c3)C(=O)C)c1,VEGFR2,GW621431X,GW621431X,Small molecule,0,400.46,462,4.09,98.5,7,1,0,7,N,0.6,No Data,2.22,2.3,2.3,3,MOL,-1,28,7,1,0,400.1093,C20H20N2O5S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL191705.svg?engine=indigo
156,CHEMBL1909394,"InChI=1S/C32H32ClFN4O4S.ClH/c1-3-13-38(14-15-43(2,39)40)19-26-9-12-30(42-26)23-7-10-29-27(17-23)32(36-21-35-29)37-25-8-11-31(28(33)18-25)41-20-22-5-4-6-24(34)16-22;/h4-12,16-18,21H,3,13-15,19-20H2,1-2H3,(H,35,36,37);1H",Cl.CCCN(CCS(=O)(=O)C)Cc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,EGFR/ErbB2,GW621823A,GW621823A,Small molecule,0,659.61,460,7.26,97.56,8,1,2,13,N,0.15,No Data,6.44,7.36,7.31,5,MOL,-1,43,8,1,2,622.1817,C32H33Cl2FN4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909394.svg?engine=indigo
157,CHEMBL179465,"InChI=1S/C18H17FN2O4S/c1-3-26(22,23)14-7-8-16(24-2)15(10-14)21-18-20-11-17(25-18)12-5-4-6-13(19)9-12/h4-11H,3H2,1-2H3,(H,20,21)",CCS(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3cccc(F)c3)c1,VEGFR2,GW621970X,GW621970X,Small molecule,0,376.41,464,4.03,81.43,6,1,0,6,N,0.7,No Data,2.35,2.9,2.9,3,MOL,-1,26,6,1,0,376.0893,C18H17FN2O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL179465.svg?engine=indigo
158,CHEMBL179453,"InChI=1S/C18H17ClN2O4S/c1-3-26(22,23)12-8-9-16(24-2)15(10-12)21-18-20-11-17(25-18)13-6-4-5-7-14(13)19/h4-11H,3H2,1-2H3,(H,20,21)",CCS(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3ccccc3Cl)c1,VEGFR2,GW622055X,GW622055X,Small molecule,0,392.86,466,4.54,81.43,6,1,0,6,N,0.66,No Data,2.22,3.23,3.23,3,MOL,-1,26,6,1,0,392.0598,C18H17ClN2O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL179453.svg?engine=indigo
159,CHEMBL443563,"InChI=1S/C18H18N2O4/c1-21-14-9-13(10-15(22-2)17(14)23-3)20-18-19-11-16(24-18)12-7-5-4-6-8-12/h4-11H,1-3H3,(H,19,20)",COc1cc(Nc2oc(cn2)c3ccccc3)cc(OC)c1OC,VEGFR2,GW627512B,GW627512B,Small molecule,0,326.35,466,4.11,65.75,6,1,0,6,N,0.74,No Data,2.53,3.34,3.34,3,MOL,-1,24,6,1,0,326.1267,C18H18N2O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL443563.svg?engine=indigo
